"","V1","V2"
"1",0.0810410030724067,0.132337794455684
"2",0.0726274264602926,0.121292587779752
"3",0.0575741860716008,0.128096693190129
"4",0.0663886113684806,0.133737994339086
"5",0.0754711595008073,0.135026933219536
"6",0.0727723759076847,0.140539408688783
"7",0.106519230306111,0.188098827490121
"8",0.091446804247478,0.130476743082064
"9",0.063439525528805,0.127927501781183
"10",0.0560116079731853,0.156964313422092
"11",0.0627035940215465,0.130244041143278
"12",0.090285547325554,0.156027739714906
"13",0.0533523853764359,0.144374878702307
"14",0.042459084978237,0.119622149730151
"15",0.0819070770757706,0.172467994951102
"16",0.0529022266204782,0.132323658647028
"17",0.0548230808430046,0.122590870190529
"18",0.0939298296643919,0.104586841220518
"19",0.073977512356022,0.156813675916956
"20",0.0517361810635352,0.126938641658295
"21",0.0487357283938865,0.115268593605706
"22",0.0875837369720022,0.169941357657882
"23",0.0505477115714359,0.103805422441067
"24",0.0690339184568668,0.155121991709109
"25",0.0491168417168617,0.124495524750025
"26",0.0803880080034135,0.151336581208016
"27",0.0651444620057218,0.129304941601625
"28",0.0849410736848814,0.157998751253329
"29",0.062791321862475,0.119830988803595
"30",0.0731450692786701,0.165066878351953
"31",0.0641719087238457,0.128167859994177
"32",0.053527614613807,0.10962999007368
"33",0.0912388355807474,0.164494840895336
"34",0.0595574859772169,0.154376077193815
"35",0.0619851941401732,0.128966050536906
"36",0.0713693370145488,0.161026655911308
"37",0.0674526867683699,0.11149285108415
"38",0.0719241234971078,0.141484030057035
"39",0.0691568797021039,0.121643244433996
"40",0.079057096603293,0.120012688233978
"41",0.0661675361013074,0.103936574124319
"42",0.0616605040195445,0.102637572838437
"43",0.0545292616233245,0.115461884094499
"44",0.116185493401845,0.121933950002831
"45",0.165116543406765,0.104404925824729
"46",0.0523443240303663,0.159260039068144
"47",0.0749809259441918,0.165899393018046
"48",0.0745169941015209,0.13435056110271
"49",0.0710330808063343,0.133992891121117
"50",0.0645704459565551,0.138556969914058
