"","V1","V2"
"1",0.0971209205672808,0.195032399469226
"2",0.20226908299225,0.146711974563872
"3",0.140234164428402,0.206885342331018
"4",0.0833406572824428,0.145931485118744
"5",0.118655298942463,0.235680649264817
"6",0.118946752744826,0.154201460353598
"7",0.140169372035744,0.413904551168452
"8",0.110604786024299,0.18534613159464
"9",0.100154359374104,0.122847655843943
"10",0.192329547090336,0.176688718121495
"11",0.11423150316287,0.163499971215349
"12",0.094511093868523,0.1643151361554
"13",0.084898575598309,0.138967681241505
"14",0.142199317427781,0.212050420827817
"15",0.11137481867465,0.144146814219927
"16",0.172130317704443,0.151500551513339
"17",0.0926763401008195,0.158574343533637
"18",0.198372093390129,0.208420293214959
"19",0.107455195701157,0.213175853727407
"20",0.0983195887101165,0.150724758272575
"21",0.144221765125223,0.174255472755873
"22",0.113594280517505,0.138567304691493
"23",0.169618031079051,0.137077270338658
"24",0.1158420347135,0.131595657614716
"25",0.15497048661276,0.407795332284925
"26",0.0826075657742249,0.124174359715102
"27",0.0988085571014289,0.125297627781849
"28",0.110118415315915,0.229223321273266
"29",0.163617331573929,0.207861967196594
"30",0.0884313341906999,0.155454353052203
"31",0.101022204041302,0.180337242002017
"32",0.0923687242457706,0.170710202488398
"33",0.140393179868711,0.12288929223315
"34",0.146899069116967,0.295309186099425
"35",0.0848269106440885,0.18335306814936
"36",0.101358513756322,0.144055412111541
"37",0.109680711921907,0.179786773943938
"38",0.0985262471347137,0.181943867472553
"39",0.125618163215601,0.175033094336749
"40",0.17296877820987,0.171563996563655
"41",0.174729323753731,0.154908641373577
"42",0.144652359296731,0.164885116948371
"43",0.126406979183837,0.141669348352833
"44",0.0940737697154884,0.240301827363571
"45",0.111903169339426,0.135104409506856
"46",0.425316675841841,0.0886657033468627
"47",0.102173113349884,0.166665945915235
"48",0.128596304147842,0.207703494014951
"49",0.120677210543396,0.325994560457142
"50",0.111653587937503,0.132664214799547
