JobName,MisspecVec,HomoskedVec,SizeVec,LeverageVec,KVec,TypeSetting,Output
Prelim_D0_G0_N50_R0_K1.csv,0,0,50,0,1,Linear,data/Linear/EstimatedThetaPop/D0_G0_N50_R0_K1.csv
Prelim_D0_G0_N50_R0_K5.csv,0,0,50,0,5,Linear,data/Linear/EstimatedThetaPop/D0_G0_N50_R0_K5.csv
Prelim_D0_G0_N50_R0.1_K1.csv,0,0,50,0.1,1,Linear,data/Linear/EstimatedThetaPop/D0_G0_N50_R0.1_K1.csv
Prelim_D0_G0_N50_R0.1_K5.csv,0,0,50,0.1,5,Linear,data/Linear/EstimatedThetaPop/D0_G0_N50_R0.1_K5.csv
Prelim_D0_G0_N200_R0_K1.csv,0,0,200,0,1,Linear,data/Linear/EstimatedThetaPop/D0_G0_N200_R0_K1.csv
Prelim_D0_G0_N200_R0_K5.csv,0,0,200,0,5,Linear,data/Linear/EstimatedThetaPop/D0_G0_N200_R0_K5.csv
Prelim_D0_G0_N200_R0.1_K1.csv,0,0,200,0.1,1,Linear,data/Linear/EstimatedThetaPop/D0_G0_N200_R0.1_K1.csv
Prelim_D0_G0_N200_R0.1_K5.csv,0,0,200,0.1,5,Linear,data/Linear/EstimatedThetaPop/D0_G0_N200_R0.1_K5.csv
Prelim_D0_G0.5_N50_R0_K1.csv,0,0.5,50,0,1,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N50_R0_K1.csv
Prelim_D0_G0.5_N50_R0_K5.csv,0,0.5,50,0,5,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N50_R0_K5.csv
Prelim_D0_G0.5_N50_R0.1_K1.csv,0,0.5,50,0.1,1,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N50_R0.1_K1.csv
Prelim_D0_G0.5_N50_R0.1_K5.csv,0,0.5,50,0.1,5,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N50_R0.1_K5.csv
Prelim_D0_G0.5_N200_R0_K1.csv,0,0.5,200,0,1,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N200_R0_K1.csv
Prelim_D0_G0.5_N200_R0_K5.csv,0,0.5,200,0,5,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N200_R0_K5.csv
Prelim_D0_G0.5_N200_R0.1_K1.csv,0,0.5,200,0.1,1,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N200_R0.1_K1.csv
Prelim_D0_G0.5_N200_R0.1_K5.csv,0,0.5,200,0.1,5,Linear,data/Linear/EstimatedThetaPop/D0_G0.5_N200_R0.1_K5.csv
Prelim_D1_G0_N50_R0_K1.csv,1,0,50,0,1,Linear,data/Linear/EstimatedThetaPop/D1_G0_N50_R0_K1.csv
Prelim_D1_G0_N50_R0_K5.csv,1,0,50,0,5,Linear,data/Linear/EstimatedThetaPop/D1_G0_N50_R0_K5.csv
Prelim_D1_G0_N50_R0.1_K1.csv,1,0,50,0.1,1,Linear,data/Linear/EstimatedThetaPop/D1_G0_N50_R0.1_K1.csv
Prelim_D1_G0_N50_R0.1_K5.csv,1,0,50,0.1,5,Linear,data/Linear/EstimatedThetaPop/D1_G0_N50_R0.1_K5.csv
