"","V1","V2"
"1",0.550432834124956,0.664180890319173
"2",0.436822439219005,0.592682060164768
"3",0.750202701027628,0.74057516105099
"4",0.487647014516305,0.502575069353082
"5",0.787938200323798,1.00769291965956
"6",1.31281126548342,1.02289158037767
"7",0.560471185696521,0.490885833242407
"8",0.479111244610412,0.589136958444662
"9",0.645372813437471,0.538822269652164
"10",0.418448913675927,0.478181060868059
"11",0.571502287692375,0.461979463017262
"12",0.79798785241629,0.870321460030477
"13",0.737146652757667,0.770532189953606
"14",0.371863862516744,0.40622498801074
"15",0.640009301840437,0.870661740893993
"16",0.645150200987064,0.607968960635807
"17",0.570768360954027,0.742974452887746
"18",0.594997898191675,0.459115176587975
"19",0.610010514379263,0.59176675067364
"20",0.564164314399425,0.315746439570112
"21",0.417462277916075,0.406486722169703
"22",0.768359780984534,0.671517817602311
"23",0.42793769310198,0.390842034649091
"24",0.807484576534676,0.403807881480962
"25",0.782841033487965,0.530034584353657
"26",0.37987519146305,0.457501997166037
"27",1.07041773303013,1.07601518308885
"28",0.398128545571026,0.300743189566023
"29",0.838567612254755,1.06192368489504
"30",0.358342304991007,0.344828599574418
"31",0.416052078694759,0.391127122752648
"32",0.491613140869474,0.423168271730285
"33",0.662226907025108,0.539804592828291
"34",0.567191794689937,0.63752638307414
"35",0.64432931588617,0.699242200399245
"36",1.01219599844908,0.970316237612487
"37",0.445318095180169,0.42881950033061
"38",0.451750409247288,0.416517741668133
"39",0.771678012688338,0.595356311884581
"40",0.681085953047646,0.695798804603741
"41",0.677552225525595,0.681651047383248
"42",0.566605106568829,0.605598561549955
"43",0.569638172779308,0.454855752484994
"44",0.586558921967121,0.555059099626227
"45",0.740381385669817,0.814695119361137
"46",0.399000627660072,0.47957966846745
"47",0.84463705304909,1.20191790988805
"48",0.697787588270923,0.420901073931328
"49",0.465235132293873,0.508268897345525
"50",0.363725325368903,0.423820438818823
"51",0.663250750059802,0.865049285377843
"52",0.52303737806239,0.587729218332922
"53",0.740616379646471,0.653531074017421
