"","V1","V2"
"1",0.275570803082406,0.181781299835035
"2",0.280222327447122,0.174824598335661
"3",0.249634068291723,0.211540252540678
"4",0.228642608008354,0.231061271998392
"5",0.249548114335252,0.166058335268182
"6",0.277287549794886,0.198867861494301
"7",0.223157212287452,0.203639069446643
"8",0.224138450167397,0.178927400977541
"9",0.293781642833901,0.195229065767528
"10",0.376700617315435,0.22467137055017
"11",0.285255801233966,0.184157036377666
"12",0.268873477627792,0.168194994084932
"13",0.338244769644355,0.206649974305753
"14",0.249227048489241,0.178714755069667
"15",0.297143234874298,0.20408883873877
"16",0.292387321072718,0.191328585111554
"17",0.31477414347151,0.194596168185438
"18",0.254923744735993,0.22398782651608
"19",0.324239043374448,0.230650139051232
"20",0.234315604028849,0.210087180345823
"21",0.274704853452907,0.200285528265024
"22",0.270359082141857,0.165633256708369
"23",0.262614060345263,0.218775677636006
"24",0.264889627605933,0.227037355715133
"25",0.294299461850271,0.194168350034152
"26",0.270934050369345,0.224309686892584
"27",0.252352793040842,0.189591682044319
"28",0.290160534734285,0.200189158454021
"29",0.316910105258613,0.213648567822832
"30",0.291930198497514,0.22604456913012
"31",0.275414036363292,0.218961592925053
"32",0.277284614086624,0.186066085125341
"33",0.238146687638096,0.193278385653949
"34",0.288778536169874,0.177518617187393
"35",0.309747278046207,0.180255851573037
"36",0.27280889746563,0.177907993228788
"37",0.328588195342973,0.232366134728074
"38",0.26371128544144,0.195864893101231
"39",0.260931436902965,0.203888221669658
"40",0.25025894627759,0.206246825201204
"41",0.260391676580647,0.207632936809707
"42",0.322813141130854,0.220261853653229
"43",0.244661284731537,0.170156512975674
"44",0.256901138830545,0.196800075708192
"45",0.261389865889546,0.194452062721492
"46",0.291221509779925,0.194410644590091
"47",0.246220209334386,0.186275404599703
"48",0.244448452227592,0.203089548248177
"49",0.290905238257675,0.247845222814447
"50",0.307512738496029,0.211501489023855
"51",0.271521968805513,0.187364771492476
"52",0.254857297447179,0.209306303104805
"53",0.247051608121763,0.196122463897705
"54",0.201600479100711,0.194546891221638
"55",0.307953579168164,0.194419968404927
"56",0.346280933410542,0.193537850322391
"57",0.290936755867942,0.16513552117968
"58",0.242213564697625,0.199364358824154
"59",0.283868854110148,0.180237205636997
"60",0.270175689114929,0.185033782190495
"61",0.322616716422376,0.199673638114384
"62",0.232716997694307,0.174722565001608
"63",0.204298247879163,0.154562800721837
"64",0.243029189971435,0.205407229825888
"65",0.259483947768534,0.14761296567523
"66",0.263852147097493,0.267219781844084
"67",0.260685242276016,0.180974335450879
"68",0.240857264855361,0.212150353656327
"69",0.337462897450987,0.241002208868898
"70",0.248255401035682,0.190452078436195
"71",0.260606510413761,0.192695681381533
"72",0.249446115684471,0.229788411087665
"73",0.288487072277822,0.207451516270186
"74",0.320339316134829,0.208119976981114
"75",0.32320448438615,0.194228309389862
"76",0.212006296457649,0.18803353629614
"77",0.238324369136501,0.179335316023451
"78",0.260729379650574,0.174235562681751
"79",0.272399402978554,0.151919278246701
"80",0.252313627726859,0.177688154871404
"81",0.260727240978031,0.18843072344704
"82",0.247700145074133,0.206220409952922
"83",0.372352982808806,0.222121467898386
"84",0.29076182310132,0.213576349555921
"85",0.265217625107204,0.200299023996735
"86",0.338794366319134,0.193306794286509
"87",0.298655482213555,0.202754161921575
"88",0.319252788137969,0.192465068758978
"89",0.241580262212694,0.213488817149654
"90",0.30334840741362,0.235507072636082
"91",0.27851801722737,0.180366365655307
"92",0.349397350254178,0.276510336217313
"93",0.275468988499084,0.219707593939759
"94",0.281222351504647,0.187632847756824
"95",0.257592768222993,0.179267472760892
"96",0.201129915766535,0.196668201207371
"97",0.246502977444558,0.197928376025594
"98",0.257880926273231,0.195464338691776
"99",0.297766239407219,0.195042414908731
"100",0.250611073672267,0.197374450307376
"101",0.280272330880511,0.187923074572304
"102",0.294457782814097,0.175025881532846
"103",0.257446858519008,0.20362249720722
"104",0.246961261065407,0.190765858987256
"105",0.237550784955665,0.192270757644594
