JobName,MisspecVec,HomoskedVec,SizeVec,LeverageVec,KVec,TypeSetting,Output
SufferingSim_Logistic_D0_G0_N500_R0_K1.rds,0,0,500,0,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N500_R0_K1.rds
SufferingSim_Logistic_D0_G0_N500_R0_K5.rds,0,0,500,0,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N500_R0_K5.rds
SufferingSim_Logistic_D0_G0_N500_R0.1_K1.rds,0,0,500,0.1,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N500_R0.1_K1.rds
SufferingSim_Logistic_D0_G0_N500_R0.1_K5.rds,0,0,500,0.1,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N500_R0.1_K5.rds
SufferingSim_Logistic_D0_G0_N2000_R0_K1.rds,0,0,2000,0,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N2000_R0_K1.rds
SufferingSim_Logistic_D0_G0_N2000_R0_K5.rds,0,0,2000,0,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N2000_R0_K5.rds
SufferingSim_Logistic_D0_G0_N2000_R0.1_K1.rds,0,0,2000,0.1,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N2000_R0.1_K1.rds
SufferingSim_Logistic_D0_G0_N2000_R0.1_K5.rds,0,0,2000,0.1,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0_N2000_R0.1_K5.rds
SufferingSim_Logistic_D0_G0.5_N500_R0_K1.rds,0,0.5,500,0,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N500_R0_K1.rds
SufferingSim_Logistic_D0_G0.5_N500_R0_K5.rds,0,0.5,500,0,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N500_R0_K5.rds
SufferingSim_Logistic_D0_G0.5_N500_R0.1_K1.rds,0,0.5,500,0.1,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N500_R0.1_K1.rds
SufferingSim_Logistic_D0_G0.5_N500_R0.1_K5.rds,0,0.5,500,0.1,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N500_R0.1_K5.rds
SufferingSim_Logistic_D0_G0.5_N2000_R0_K1.rds,0,0.5,2000,0,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N2000_R0_K1.rds
SufferingSim_Logistic_D0_G0.5_N2000_R0_K5.rds,0,0.5,2000,0,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N2000_R0_K5.rds
SufferingSim_Logistic_D0_G0.5_N2000_R0.1_K1.rds,0,0.5,2000,0.1,1,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N2000_R0.1_K1.rds
SufferingSim_Logistic_D0_G0.5_N2000_R0.1_K5.rds,0,0.5,2000,0.1,5,Logistic,Results/Logistic/N500_2000/sim_D0_G0.5_N2000_R0.1_K5.rds
SufferingSim_Logistic_D1_G0_N500_R0_K1.rds,1,0,500,0,1,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N500_R0_K1.rds
SufferingSim_Logistic_D1_G0_N500_R0_K5.rds,1,0,500,0,5,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N500_R0_K5.rds
SufferingSim_Logistic_D1_G0_N500_R0.1_K1.rds,1,0,500,0.1,1,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N500_R0.1_K1.rds
SufferingSim_Logistic_D1_G0_N500_R0.1_K5.rds,1,0,500,0.1,5,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N500_R0.1_K5.rds
SufferingSim_Logistic_D1_G0_N2000_R0_K1.rds,1,0,2000,0,1,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N2000_R0_K1.rds
SufferingSim_Logistic_D1_G0_N2000_R0_K5.rds,1,0,2000,0,5,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N2000_R0_K5.rds
SufferingSim_Logistic_D1_G0_N2000_R0.1_K1.rds,1,0,2000,0.1,1,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N2000_R0.1_K1.rds
SufferingSim_Logistic_D1_G0_N2000_R0.1_K5.rds,1,0,2000,0.1,5,Logistic,Results/Logistic/N500_2000/sim_D1_G0_N2000_R0.1_K5.rds
SufferingSim_Logistic_D1_G0.5_N500_R0_K1.rds,1,0.5,500,0,1,Logistic,Results/Logistic/N500_2000/sim_D1_G0.5_N500_R0_K1.rds
