"","V1","V2"
"1",0.0624001762844745,0.15289724322108
"2",0.0693078128557608,0.167495206158775
"3",0.0540479952571985,0.112252772700973
"4",0.0678041840709372,0.163190962519513
"5",0.082525137555076,0.151543614720588
"6",0.0668917460466604,0.108217655501809
"7",0.0664080161279432,0.13234524552776
"8",0.0714451346027197,0.1538984199426
"9",0.0636529459065138,0.160921256913244
"10",0.0777839195658205,0.159416513955737
"11",0.0705910761448324,0.142245655715289
"12",0.0710793749814024,0.13259439196906
"13",0.0635601603720935,0.133982665872944
"14",0.0635272901147856,0.145823041295478
"15",0.0823445961196426,0.132539765727722
"16",0.0607483553588175,0.168259592294939
"17",0.0481405084569018,0.134939277215676
"18",0.0627407989953208,0.135089980314371
"19",0.068910729320782,0.153266698136258
"20",0.0855996022706573,0.185857292638631
"21",0.0778167286565018,0.17202972232882
"22",0.0560405235880158,0.151297334668444
"23",0.0557646510256675,0.136050505831756
"24",0.0897255572933465,0.18648811289299
"25",0.0545025634399609,0.131850540135148
"26",0.065132634480881,0.153585660943767
"27",0.0752028045557287,0.150339073992843
"28",0.0651086272717873,0.140130375035436
"29",0.0619286211295303,0.154837480085525
"30",0.0399803146643586,0.117695985463893
"31",0.0644162853158895,0.135875748804722
"32",0.0722514773040421,0.154495155944156
"33",0.076497292541748,0.135515546681437
"34",0.059913572478066,0.152449508038679
"35",0.0501044244710424,0.141736370571013
"36",0.10472331561574,0.200117679306729
"37",0.0472035110845179,0.139755596050461
"38",0.0858913488325699,0.177271694650522
"39",0.0478131047026693,0.14404359493313
"40",0.0758205733480295,0.174093695063478
"41",0.0608206167498563,0.148745042077613
"42",0.0684444699645461,0.1729097431914
"43",0.0775072327999307,0.129536199209635
"44",0.05166679226611,0.145176602002972
"45",0.0637936600269003,0.13417030886326
"46",0.074876487113217,0.115253881098889
"47",0.0834949642157765,0.124155295579677
"48",0.0767046711845963,0.158612927497365
"49",0.0644842418796093,0.14173044979397
"50",0.0548977536861226,0.163809750772465
